MS Zoning,Lot Area,Lot Shape,Neighborhood,Bldg Type,House Style,Mas Vnr Type,Exter Qual,Bsmt Qual,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,Gr Liv Area,Kitchen AbvGr,Kitchen Qual,Garage Finish,Garage Cars,Garage Area,Paved Drive,SalePrice,has_alley,has_fence,has_fireplace,Total Bsmt Bath,total_baths,on_cds,Overall Goodness
1798,RL,8240,Reg,Edwards,1Fam,1Story,Stone,2,3,1,1179.0,3,1,1179,1179,1,2,3,2.0,622.0,0,110000,0,1,0,0.0,1,0,36
1799,RL,9405,Reg,Edwards,1Fam,1Story,None,2,3,1,698.0,4,1,698,698,1,2,0,0.0,0.0,1,118000,0,0,0,1.0,1,0,45
1800,RL,10625,Reg,NridgHt,1Fam,2Story,BrkFace,3,4,1,998.0,4,1,1006,2046,1,3,2,3.0,871.0,1,284000,0,0,1,1.0,3,0,35
1801,RL,9247,IR1,NAmes,1Fam,2Story,BrkFace,2,3,1,858.0,4,1,858,1716,1,2,3,2.0,490.0,1,171000,0,0,1,0.0,2,0,36
1802,RL,10628,IR1,SawyerW,1Fam,2Story,None,3,4,4,835.0,4,1,871,1812,1,3,2,2.0,478.0,1,193000,0,0,0,0.0,3,0,35
1803,RL,11000,IR2,Mitchel,1Fam,1Story,None,2,4,1,1090.0,2,1,1178,1178,1,2,1,2.0,502.0,1,135000,0,1,0,1.0,2,0,30
1804,RL,9399,Reg,Crawfor,1Fam,2.5Unf,None,2,3,2,818.0,2,1,818,1636,1,3,1,1.0,288.0,0,167000,0,0,1,0.0,2,0,56
1805,RM,7200,Reg,OldTown,1Fam,1Story,None,2,3,1,576.0,4,1,864,864,1,2,2,1.0,528.0,1,105000,1,0,0,0.0,1,0,20
1806,RL,10264,IR1,CollgCr,1Fam,1Story,BrkFace,3,4,3,1588.0,4,1,1588,1588,1,3,2,2.0,472.0,1,214000,0,0,0,0.0,2,0,35
1807,RL,13215,IR1,NridgHt,1Fam,2Story,BrkFace,3,4,1,1420.0,4,1,1426,1914,1,3,2,3.0,746.0,1,279000,0,0,1,1.0,3,0,40
1808,RL,10530,Reg,NWAmes,1Fam,SLvl,BrkFace,2,3,1,675.0,2,1,1109,1875,1,3,2,2.0,485.0,1,184500,0,0,1,0.0,3,0,36
1809,RM,6000,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,649.0,4,1,679,1183,1,2,1,1.0,308.0,1,120000,0,0,0,0.0,2,0,21
1810,RL,7703,Reg,SawyerW,1Fam,2Story,None,3,4,1,816.0,4,1,833,1730,1,3,2,2.0,528.0,1,171500,0,0,0,0.0,3,0,36
1811,FV,4251,IR1,Somerst,TwnhsE,2Story,None,3,4,1,625.0,4,1,625,1250,1,3,2,2.0,528.0,1,164700,1,0,0,0.0,3,0,35
1812,RL,12128,IR1,SawyerW,1Fam,2Story,BrkFace,3,4,1,868.0,4,1,1313,2559,1,4,2,2.0,506.0,1,209000,0,1,1,0.0,3,0,24
1813,RM,3072,Reg,Blmngtn,TwnhsE,1Story,BrkFace,3,4,1,1365.0,4,1,1548,1548,1,3,3,2.0,388.0,1,225000,0,0,1,1.0,2,0,35
1814,RL,8410,Reg,Edwards,1Fam,1.5Fin,None,2,3,1,658.0,2,1,658,1184,1,2,0,0.0,0.0,0,81000,0,0,0,0.0,1,0,15
1815,RL,15218,IR1,Somerst,1Fam,1Story,None,3,5,1,1670.0,4,1,1670,1670,1,3,2,3.0,928.0,1,336820,0,0,1,1.0,3,1,40
1816,RL,14364,IR1,SawyerW,1Fam,2Story,BrkFace,3,4,4,1157.0,4,1,1180,2062,1,2,3,2.0,454.0,1,277000,0,0,1,1.0,3,0,35
1817,RL,8680,Reg,NAmes,1Fam,1Story,None,2,3,1,894.0,2,1,894,894,1,2,1,1.0,312.0,1,117600,0,0,0,0.0,1,0,35
1818,RL,9600,Reg,NAmes,1Fam,1.5Fin,None,2,3,1,856.0,4,1,1112,1668,1,2,1,1.0,271.0,1,140000,0,1,0,0.0,2,0,48
1819,RL,11778,Reg,CollgCr,1Fam,1Story,Stone,4,5,3,1751.0,4,1,1766,1766,1,4,3,3.0,874.0,1,395039,0,0,1,1.0,3,0,45
1820,RL,15810,IR1,Gilbert,1Fam,2Story,None,3,4,1,768.0,4,1,768,1496,1,3,1,2.0,572.0,1,181755,0,0,0,0.0,3,0,30
1821,RL,11024,IR1,SawyerW,1Fam,1Story,BrkFace,3,4,3,1400.0,4,1,1400,1400,1,3,2,2.0,612.0,1,186800,0,0,0,0.0,2,0,35
1822,RL,8970,IR1,NAmes,1Fam,2Story,None,2,3,1,744.0,2,1,825,2140,1,2,3,2.0,549.0,1,177500,0,1,1,0.0,3,0,30
1823,RL,10800,Reg,OldTown,1Fam,1Story,None,2,3,1,656.0,2,1,968,968,1,2,1,1.0,216.0,1,64500,1,0,0,0.0,2,0,24
1824,FV,4835,IR1,Somerst,TwnhsE,1Story,None,3,5,3,1488.0,4,1,1488,1488,1,3,3,2.0,506.0,1,260000,0,0,1,1.0,2,1,35
1825,RL,3710,Reg,Blmngtn,1Fam,1Story,BrkFace,3,4,3,1266.0,4,1,1266,1266,1,3,3,2.0,388.0,1,185485,0,0,1,0.0,2,0,35
1826,RM,6120,Reg,BrkSide,1Fam,1Story,None,2,3,1,715.0,2,1,875,875,1,2,1,1.0,180.0,1,105000,0,0,0,1.0,1,0,35
1827,RL,9600,Reg,Veenker,1Fam,SLvl,BrkFace,3,3,1,528.0,4,1,1094,1855,1,2,2,2.0,512.0,1,187000,0,0,1,0.0,3,0,42
1828,RL,14145,Reg,NWAmes,1Fam,1Story,None,3,4,2,1208.0,4,1,1621,1621,1,3,2,2.0,440.0,1,202500,0,0,0,1.0,2,0,49
1829,RL,9926,IR1,NridgHt,1Fam,1Story,BrkFace,3,4,2,1614.0,4,1,1614,1614,1,3,2,3.0,878.0,1,245700,0,0,0,1.0,2,0,35
1830,RL,8012,Reg,SawyerW,TwnhsE,2Story,None,2,3,1,630.0,4,1,630,1266,1,2,2,1.0,283.0,1,128000,0,1,1,0.0,2,0,30
1831,RL,10240,Reg,NridgHt,1Fam,2Story,BrkFace,3,4,2,1030.0,3,1,1038,2098,1,4,2,3.0,878.0,1,275500,0,0,1,0.0,3,0,40
1832,RL,10762,IR1,Gilbert,1Fam,2Story,None,3,4,1,978.0,4,1,1005,1983,1,3,3,2.0,490.0,1,225000,0,0,1,0.0,3,1,35
1833,RL,8000,Reg,NAmes,1Fam,SLvl,None,2,4,3,528.0,2,1,1183,1183,1,2,2,1.0,288.0,1,138000,0,1,0,1.0,1,0,25
1834,RM,1680,Reg,BrDale,Twnhs,2Story,BrkFace,2,3,1,525.0,2,1,525,1092,1,2,1,1.0,264.0,1,88000,0,0,0,0.0,2,0,30
1835,RL,13693,Reg,NridgHt,1Fam,2Story,BrkFace,4,4,3,2153.0,4,1,2069,2643,1,4,3,3.0,694.0,1,380000,0,0,1,0.0,3,0,45
1836,FV,10625,Reg,Somerst,1Fam,1Story,BrkFace,3,4,3,1660.0,4,1,1660,1660,1,3,3,3.0,660.0,1,256000,0,0,1,0.0,2,0,40
1837,RL,7200,Reg,NAmes,1Fam,1Story,None,2,3,2,900.0,2,1,900,900,1,3,1,2.0,576.0,1,134800,0,0,0,1.0,1,0,35
1838,RM,1612,Reg,Blueste,Twnhs,2Story,None,2,4,1,561.0,2,1,561,1229,1,2,3,2.0,462.0,1,121000,0,1,1,0.0,2,0,36
1839,FV,10207,Reg,Somerst,1Fam,2Story,None,3,4,1,874.0,4,1,874,1761,1,3,3,2.0,578.0,1,227875,0,0,0,0.0,3,0,42
1840,RL,10475,IR1,CollgCr,1Fam,1Story,Stone,3,4,3,1694.0,4,1,1694,1694,1,3,2,3.0,776.0,1,245350,0,0,0,0.0,2,0,40
1841,RM,5976,Reg,OldTown,Duplex,2Story,None,2,3,1,624.0,3,0,624,1248,2,2,0,0.0,0.0,0,93500,0,0,0,0.0,2,0,35
1842,RL,10625,Reg,Edwards,1Fam,1Story,None,2,3,1,458.0,1,0,835,835,1,2,1,1.0,366.0,1,83000,0,0,0,0.0,1,0,25
1843,RL,53107,IR2,ClearCr,1Fam,2Story,None,3,4,3,1580.0,4,1,1079,1953,1,3,3,2.0,501.0,1,240000,0,0,1,1.0,3,0,30
1844,RM,5680,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,592.0,2,0,933,1173,1,2,1,1.0,240.0,1,113000,1,1,0,0.0,2,0,20
1845,RL,12400,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,1215.0,2,1,1215,1215,1,2,1,1.0,297.0,1,155000,0,0,0,0.0,1,0,42
1846,RL,6768,IR1,Sawyer,1Fam,1Story,None,2,3,2,912.0,3,1,912,912,1,3,1,1.0,288.0,1,142000,0,1,0,2.0,1,0,48
1847,RM,6000,Reg,BrkSide,1Fam,1.5Unf,None,3,3,1,884.0,3,1,904,904,1,2,1,1.0,180.0,1,119000,0,0,0,0.0,1,0,42
1848,RL,12508,IR1,Mitchel,1Fam,1.5Fin,None,2,4,2,983.0,4,1,983,1750,1,2,1,1.0,423.0,1,160000,0,0,0,1.0,2,0,42
1849,RL,7415,IR1,Gilbert,1Fam,2Story,None,2,3,1,839.0,4,1,864,1593,1,2,3,2.0,398.0,1,193000,0,0,1,1.0,3,0,30
1850,RL,11762,Reg,NoRidge,1Fam,2Story,BrkFace,3,5,1,1105.0,4,1,1105,2202,1,3,2,2.0,517.0,1,263000,0,0,1,1.0,3,0,40
1851,RL,8767,IR1,CollgCr,1Fam,1Story,None,3,4,3,1310.0,4,1,1310,1310,1,3,3,2.0,400.0,1,164990,0,0,1,0.0,2,0,35
1852,RL,8190,Reg,Edwards,1Fam,1Story,None,2,3,1,948.0,4,1,948,948,1,2,1,1.0,280.0,1,119000,0,0,1,1.0,1,0,24
1853,FV,7500,Reg,Somerst,1Fam,1Story,Stone,3,4,1,1372.0,4,1,1448,1448,1,3,2,2.0,692.0,1,238500,0,0,1,0.0,2,0,40
1854,RL,70761,IR1,ClearCr,1Fam,1Story,None,2,4,4,1533.0,2,1,1533,1533,1,3,1,2.0,576.0,1,280000,0,0,1,1.0,2,0,35
1855,FV,3784,IR1,Somerst,TwnhsE,1Story,Stone,3,4,1,1511.0,4,1,1565,1565,1,3,3,2.0,476.0,1,193800,1,0,0,1.0,2,0,40
1856,RM,4224,Reg,MeadowV,TwnhsE,1Story,None,2,4,1,1040.0,2,1,1060,1060,1,2,1,2.0,572.0,1,129900,0,0,1,1.0,1,0,35
1857,RL,9245,IR2,CollgCr,1Fam,1Story,None,2,4,1,990.0,4,1,990,990,1,2,1,2.0,672.0,1,145000,0,0,0,1.0,1,0,25
1858,RL,14781,IR2,CollgCr,1Fam,1Story,BrkFace,3,4,4,1753.0,4,1,1787,1787,1,3,2,3.0,748.0,1,275000,0,0,1,0.0,2,1,40
1859,RL,8544,Reg,NAmes,Duplex,1Story,None,2,0,0,0.0,1,0,1040,1040,2,2,1,2.0,400.0,1,81400,0,0,0,0.0,2,0,12
1860,RL,7440,Reg,Edwards,1Fam,1Story,None,2,4,1,1089.0,2,1,1089,1089,1,2,2,1.0,252.0,0,125000,0,1,1,1.0,1,0,30
1861,RM,7404,Reg,OldTown,1Fam,1Story,None,2,2,1,861.0,2,1,861,861,1,2,1,2.0,288.0,0,80000,0,0,0,0.0,1,0,24
1862,RL,4853,Reg,SWISU,1Fam,1Story,BrkFace,2,3,2,1107.0,1,0,1296,1296,1,1,1,1.0,260.0,1,104000,0,1,1,0.0,2,0,30
1863,RL,10593,IR1,NoRidge,1Fam,1Story,BrkFace,3,4,1,1720.0,4,1,1720,1720,1,3,3,2.0,527.0,1,260400,0,0,1,1.0,2,0,35
1864,RL,12090,Reg,NWAmes,1Fam,2Story,BrkFace,3,4,1,725.0,4,1,725,1479,1,3,2,2.0,484.0,1,176000,0,0,1,0.0,3,0,49
1865,RL,11677,IR1,Sawyer,1Fam,1Story,BrkFace,2,3,3,1040.0,2,1,1040,1040,1,2,2,1.0,264.0,1,123000,0,1,0,1.0,1,0,20
1866,RL,11000,Reg,NoRidge,1Fam,2Story,BrkFace,3,5,2,1519.0,4,1,1533,2172,1,4,2,3.0,687.0,1,291000,0,0,1,0.0,3,0,45
1867,RL,8000,Reg,NAmes,1Fam,1Story,None,2,3,1,972.0,4,1,972,972,1,2,1,1.0,240.0,1,132000,0,0,1,1.0,1,0,36
1868,RL,8029,IR1,Gilbert,1Fam,2Story,None,2,4,1,728.0,4,1,728,1456,1,3,3,2.0,400.0,1,176000,0,0,0,0.0,3,0,30
1869,RL,13495,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,1048.0,1,1,1728,1728,1,2,1,2.0,576.0,1,177625,0,0,1,1.0,2,0,30
1870,RL,9738,Reg,Edwards,1Fam,1.5Fin,None,2,3,1,784.0,3,1,949,1221,1,2,1,1.0,392.0,1,104900,0,0,0,1.0,1,0,35
1871,RL,9272,IR1,CollgCr,1Fam,2Story,None,3,4,1,842.0,4,1,856,1749,1,3,2,2.0,515.0,1,196000,0,0,0,0.0,3,0,35
1872,RL,7841,IR1,NridgHt,TwnhsE,1Story,BrkFace,4,5,1,1577.0,4,1,1577,1577,1,4,2,2.0,564.0,1,280000,0,0,1,1.0,2,0,45
1873,RL,8530,IR1,Gilbert,1Fam,SLvl,BrkFace,2,4,1,384.0,3,1,804,1474,1,2,3,2.0,400.0,1,168500,0,0,1,0.0,3,0,35
1874,RL,13041,IR2,Gilbert,1Fam,2Story,None,2,4,1,781.0,3,1,781,1671,1,2,3,2.0,423.0,1,170000,0,0,1,0.0,3,0,30
1875,RL,43500,Reg,Mitchel,1Fam,1Story,None,2,0,0,0.0,4,1,2034,2034,1,2,2,4.0,1041.0,0,130000,0,1,0,0.0,1,0,15
1876,RM,6240,Reg,BrkSide,1Fam,1.5Fin,None,2,3,2,989.0,2,1,1245,2009,1,2,1,2.0,400.0,1,150000,0,1,1,0.0,2,0,35
1877,RL,13015,Reg,CollgCr,1Fam,1Story,None,2,4,1,1100.0,4,1,1100,1100,1,2,2,2.0,462.0,1,145000,0,0,0,0.0,2,0,30
1878,RL,9297,Reg,Mitchel,Duplex,1Story,None,2,3,1,1728.0,2,1,1728,1728,2,2,1,2.0,560.0,1,188000,0,0,0,2.0,2,0,25
1879,RL,8773,IR1,Gilbert,1Fam,2Story,None,2,4,3,916.0,3,1,916,1600,1,2,3,2.0,460.0,1,169000,0,0,1,0.0,3,0,30
1880,RL,8536,Reg,Edwards,1Fam,1Story,None,2,4,1,1125.0,3,1,1125,1125,1,2,1,2.0,430.0,1,155000,0,0,0,0.0,2,0,25
1881,FV,4282,IR2,Somerst,TwnhsE,1Story,None,3,4,2,1391.0,4,1,1391,1391,1,3,2,2.0,530.0,1,196000,1,0,0,0.0,2,0,35
1882,RL,8740,IR1,Gilbert,1Fam,2Story,None,3,4,1,854.0,4,1,864,1995,1,3,3,2.0,435.0,1,219500,0,0,1,0.0,3,0,35
1883,RL,10237,Reg,Gilbert,1Fam,2Story,None,3,4,1,728.0,4,1,728,1456,1,3,3,2.0,390.0,1,170440,0,0,1,0.0,3,0,30
1884,RL,7950,IR1,Edwards,1Fam,2Story,BrkFace,2,3,1,690.0,2,1,698,1426,1,2,3,2.0,440.0,1,159500,0,1,0,0.0,2,0,36
1886,RL,10400,Reg,NWAmes,1Fam,1Story,BrkFace,2,3,1,1304.0,3,1,1682,1682,1,2,1,2.0,530.0,1,174000,0,1,1,0.0,2,0,42
1887,RL,10628,Reg,NAmes,1Fam,1Story,None,2,3,4,1277.0,2,1,1277,1277,1,2,1,2.0,526.0,1,167000,0,1,1,1.0,1,0,35
1888,RL,2280,Reg,NPkVill,Twnhs,2Story,None,2,4,1,855.0,2,1,855,1456,1,2,1,2.0,440.0,1,148500,0,0,1,0.0,3,0,36
1889,RL,7018,Reg,SawyerW,Duplex,2Story,None,2,0,0,0.0,2,1,1114,2228,2,2,1,2.0,720.0,1,147983,0,0,0,0.0,2,0,25
1890,RL,10762,Reg,SawyerW,TwnhsE,2Story,None,2,4,1,626.0,2,1,626,1217,1,2,2,1.0,288.0,1,120000,0,0,1,0.0,2,0,36
1891,RL,7024,Reg,Edwards,1Fam,1Story,None,2,5,1,1090.0,3,1,1090,1090,1,2,3,2.0,450.0,1,157000,0,0,0,1.0,2,0,25
1892,RL,7585,Reg,Edwards,1Fam,1.5Fin,None,2,2,2,810.0,1,1,1002,1456,1,2,1,1.0,280.0,0,91500,0,0,1,2.0,1,0,15
1893,RL,8777,Reg,Edwards,1Fam,1Story,None,2,2,1,796.0,3,1,796,796,1,2,0,0.0,0.0,0,85000,0,1,0,0.0,1,0,35
1894,RL,9170,Reg,Edwards,1Fam,1Story,None,2,3,1,1214.0,4,1,1214,1214,1,2,1,2.0,461.0,1,140000,0,1,0,1.0,1,0,35
1895,RL,7742,Reg,Sawyer,1Fam,1Story,None,2,3,1,955.0,4,1,955,955,1,2,1,1.0,386.0,1,127000,0,1,0,1.0,1,0,35
1896,FV,8791,IR1,Somerst,1Fam,2Story,None,3,4,1,864.0,4,1,864,1728,1,3,2,2.0,673.0,1,207500,0,0,0,0.0,3,0,30
1897,RL,19800,Reg,Edwards,1Fam,2.5Unf,None,2,3,1,1836.0,3,1,1836,3672,1,3,1,2.0,836.0,1,415000,0,0,1,0.0,4,0,48
1898,RL,13339,IR1,Crawfor,1Fam,1Story,Stone,2,3,1,1561.0,2,1,1561,1561,1,2,3,2.0,463.0,1,193000,0,0,1,1.0,2,0,36
1899,RL,8125,Reg,Gilbert,1Fam,2Story,None,2,4,1,702.0,3,1,702,1481,1,2,3,2.0,343.0,1,174000,0,0,1,0.0,3,0,30
1900,RL,11419,Reg,NAmes,1Fam,2Story,None,2,3,2,699.0,4,1,801,1527,1,2,1,2.0,410.0,1,152500,0,1,1,1.0,2,0,49
1901,RL,7226,IR1,CollgCr,1Fam,2Story,None,3,4,1,798.0,4,1,798,1640,1,3,2,2.0,595.0,1,183000,0,0,0,0.0,3,1,35
1902,RL,11100,Reg,Edwards,1Fam,1.5Fin,None,2,3,2,1080.0,2,0,1080,1480,1,2,1,1.0,253.0,1,136500,0,0,1,1.0,1,0,30
1903,RL,12435,Reg,CollgCr,1Fam,2Story,BrkFace,3,4,1,963.0,4,1,963,1792,1,3,2,2.0,564.0,1,231500,0,0,1,0.0,3,0,35
1904,RL,6420,IR1,Edwards,1Fam,1Story,None,2,5,2,980.0,1,1,1148,1148,1,2,1,1.0,308.0,1,123500,0,0,0,1.0,1,0,35
1905,RL,16466,IR1,Edwards,1Fam,1.5Fin,None,2,3,1,816.0,2,1,872,1393,1,2,1,1.0,300.0,1,135500,0,0,0,0.0,2,0,35
1906,RL,6285,Reg,Edwards,1Fam,SLvl,None,2,3,3,960.0,2,1,1044,1044,1,2,1,2.0,528.0,1,133500,0,0,1,1.0,1,0,36
1907,RL,9204,Reg,NAmes,1Fam,1Story,None,2,3,1,1144.0,2,1,1144,1144,1,2,1,1.0,336.0,1,124000,0,0,0,1.0,2,0,25
1908,RL,12011,IR1,NoRidge,1Fam,2Story,BrkFace,3,4,3,1086.0,4,1,1086,1924,1,3,2,2.0,592.0,1,280000,0,0,1,1.0,3,1,40
1909,RL,14774,IR1,NoRidge,1Fam,2Story,BrkFace,3,4,1,1393.0,4,1,1422,2599,1,3,3,3.0,779.0,1,333168,0,0,1,0.0,3,0,45
1910,RL,11792,IR1,Gilbert,1Fam,2Story,BrkFace,3,4,4,1008.0,4,1,1008,2283,1,3,3,3.0,632.0,1,270000,0,0,1,0.0,3,0,40
1911,RL,8064,Reg,NAmes,1Fam,1.5Fin,None,2,3,3,795.0,3,0,765,1133,1,2,1,2.0,900.0,1,128500,0,0,0,0.0,1,0,30
1912,RL,7175,Reg,SawyerW,TwnhsE,1Story,None,3,4,1,1398.0,3,1,1398,1398,1,3,2,2.0,542.0,1,172000,0,1,0,1.0,2,0,30
1913,RL,10820,Reg,Sawyer,1Fam,SFoyer,BrkFace,2,4,3,782.0,4,1,810,810,1,2,1,2.0,576.0,1,130000,0,1,0,1.0,1,0,35
1914,RL,5381,IR1,NridgHt,Twnhs,1Story,Stone,3,4,3,1306.0,4,1,1306,1306,1,3,2,2.0,624.0,1,196000,0,0,1,1.0,2,0,30
1915,RM,5000,Reg,IDOTRR,1Fam,1.5Unf,None,2,3,3,720.0,0,0,803,803,1,2,1,2.0,360.0,1,87000,0,0,0,0.0,1,0,30
1916,RM,8674,Reg,BrkSide,1Fam,1.5Fin,None,2,2,1,910.0,2,1,910,1435,1,2,1,1.0,308.0,1,128250,0,0,0,1.0,1,0,30
1917,RL,13175,Reg,NWAmes,1Fam,1Story,Stone,2,4,1,1542.0,2,1,2073,2073,1,2,1,2.0,500.0,1,210000,0,1,1,1.0,2,0,36
1918,RL,11275,IR1,Crawfor,1Fam,1.5Fin,BrkFace,2,3,2,854.0,2,1,1096,1991,1,2,1,2.0,432.0,1,220000,0,0,1,0.0,2,0,42
1919,RL,9600,Reg,Sawyer,1Fam,1Story,None,2,4,1,1067.0,2,1,1067,1067,1,3,1,2.0,436.0,1,128000,0,0,0,0.0,2,0,28
1920,RM,9000,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,680.0,4,1,680,1174,1,3,1,2.0,576.0,1,135000,0,1,1,0.0,1,0,40
1921,RL,9990,Reg,Mitchel,1Fam,1Story,None,2,4,1,1680.0,3,1,1689,1689,1,2,1,2.0,432.0,1,228500,0,0,1,1.0,2,0,20
1922,RM,6000,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,608.0,2,1,608,1132,1,2,1,1.0,240.0,1,134000,0,1,0,1.0,1,0,42
1923,RL,10533,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,1008.0,2,1,1024,1024,1,3,1,1.0,313.0,1,157500,0,0,1,1.0,1,0,36
1924,RL,11692,IR1,NoRidge,1Fam,2Story,BrkFace,3,4,1,1173.0,4,1,1215,2232,1,3,2,2.0,623.0,1,263550,0,0,1,1.0,3,0,40
1925,RL,12546,IR1,NWAmes,1Fam,1Story,BrkFace,3,4,1,1440.0,4,1,1440,1440,1,3,3,2.0,467.0,1,182900,0,0,1,0.0,2,0,42
1926,RL,21695,IR1,Crawfor,1Fam,1Story,BrkFace,3,4,1,880.0,4,1,1680,1680,1,3,3,2.0,540.0,1,222000,0,0,1,1.0,2,0,54
1927,RL,9278,Reg,Mitchel,1Fam,1Story,None,2,4,1,1092.0,4,1,1092,1092,1,2,0,0.0,0.0,1,146000,0,0,0,0.0,1,0,25
1928,RM,8100,Reg,OldTown,1Fam,1Story,None,2,3,1,1559.0,3,1,1559,1559,1,2,1,2.0,812.0,1,153500,1,1,0,1.0,1,0,30
1929,RL,16737,Reg,NridgHt,1Fam,1Story,BrkFace,3,5,3,1980.0,4,1,1980,1980,1,4,3,3.0,770.0,1,315000,0,0,1,1.0,2,0,45
1930,RL,9200,Reg,NoRidge,1Fam,2Story,BrkFace,3,4,1,1470.0,3,1,1470,2630,1,3,3,3.0,696.0,1,315000,0,0,1,1.0,3,0,40
1931,RL,9801,Reg,Somerst,1Fam,2Story,Stone,3,4,3,1341.0,4,1,1341,1861,1,3,2,3.0,851.0,1,257000,0,0,1,0.0,3,0,40
1932,RL,14137,Reg,Mitchel,1Fam,SFoyer,BrkFace,2,4,3,1200.0,3,1,1200,1200,1,2,3,3.0,850.0,1,173000,0,0,0,1.0,1,0,20
1933,RL,14762,IR2,Gilbert,1Fam,2Story,None,2,0,0,0.0,3,1,1547,2320,1,2,1,2.0,672.0,0,169000,0,0,1,0.0,2,0,30
1934,RL,15262,IR1,NridgHt,1Fam,1Story,BrkFace,3,5,4,2200.0,4,1,2200,2200,1,4,3,3.0,685.0,1,382500,0,0,1,1.0,3,0,40
1935,RL,9742,Reg,CollgCr,1Fam,1Story,BrkFace,3,4,1,1777.0,4,1,1795,1795,1,3,2,2.0,534.0,1,230000,0,0,1,0.0,2,0,40
1936,RL,8532,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1297.0,3,1,1297,1297,1,2,3,2.0,498.0,1,153000,0,0,1,1.0,1,0,30
1937,RL,10634,Reg,NAmes,1Fam,1Story,None,2,3,1,608.0,2,1,1319,1319,1,2,1,1.0,270.0,1,123000,0,1,0,1.0,1,0,30
1938,RL,14753,IR2,CollgCr,1Fam,1Story,None,2,4,2,1463.0,4,1,1463,1463,1,2,3,2.0,539.0,1,207000,0,1,0,1.0,2,0,35
1939,RM,18386,Reg,OldTown,1Fam,2.5Fin,None,2,3,1,1470.0,4,1,1675,3493,1,3,1,3.0,870.0,1,295000,0,0,1,0.0,3,0,63
1940,RL,12450,Reg,SawyerW,1Fam,1Story,BrkFace,3,4,1,1094.0,4,1,1094,1094,1,3,1,2.0,576.0,1,149000,0,0,0,1.0,1,0,25
1941,RL,7851,Reg,Gilbert,1Fam,2Story,None,3,4,1,860.0,4,1,860,1960,1,3,3,2.0,440.0,1,216500,0,0,1,1.0,3,0,30
1942,RL,5175,Reg,BrkSide,1Fam,1Story,None,2,3,1,808.0,4,1,808,808,1,2,1,1.0,308.0,0,112000,0,0,0,0.0,1,0,40
1943,RL,8398,IR1,Sawyer,1Fam,1Story,BrkFace,2,3,1,943.0,2,1,943,943,1,2,1,2.0,528.0,1,134500,0,0,0,1.0,1,0,25
1944,RL,3710,Reg,Blmngtn,1Fam,1Story,BrkFace,3,4,4,1146.0,4,1,1246,1246,1,3,3,2.0,428.0,1,187687,0,0,1,0.0,2,0,35
1946,RL,8010,Reg,NAmes,1Fam,1Story,None,3,3,2,951.0,3,1,951,951,1,3,1,2.0,480.0,1,143500,0,0,0,1.0,1,0,54
1947,RL,12800,Reg,SawyerW,1Fam,SLvl,BrkFace,3,4,4,1518.0,3,1,1644,1644,1,3,3,2.0,569.0,1,275000,0,0,1,2.0,2,0,35
1948,RL,11070,Reg,Mitchel,Duplex,1Story,BrkFace,2,3,1,1907.0,3,1,1959,1959,2,2,1,3.0,766.0,1,171000,0,0,0,0.0,3,0,35
1949,RL,12224,IR1,Gilbert,1Fam,2Story,BrkFace,3,4,1,992.0,4,1,1022,2054,1,3,2,2.0,390.0,1,244000,0,0,1,1.0,3,0,30
1950,RL,6953,Reg,Mitchel,1Fam,1Story,None,2,3,1,864.0,4,1,874,874,1,2,1,1.0,352.0,1,130000,0,0,0,0.0,1,0,35
1951,FV,11824,IR1,Somerst,1Fam,1Story,BrkFace,3,4,3,1685.0,4,1,1685,1685,1,3,3,3.0,658.0,1,253000,0,0,1,0.0,2,0,40
1952,RM,4118,IR1,OldTown,1Fam,1Story,None,2,3,1,693.0,1,0,693,693,1,1,0,0.0,0.0,0,52500,1,0,0,0.0,1,0,16
1953,RM,3907,IR1,Blueste,TwnhsE,1Story,None,3,4,4,982.0,3,1,1034,1034,1,3,3,2.0,598.0,1,185000,0,0,1,1.0,1,0,48
1954,RL,8918,IR1,Gilbert,1Fam,2Story,None,3,4,3,745.0,4,1,745,1490,1,3,3,2.0,392.0,1,167800,0,0,1,0.0,3,0,30
1955,RL,9591,Reg,NridgHt,1Fam,1Story,BrkFace,3,5,3,1713.0,4,1,1713,1713,1,4,3,3.0,856.0,1,274900,0,0,1,1.0,2,0,40
1956,RL,14115,Reg,NWAmes,1Fam,SLvl,BrkFace,2,4,3,1372.0,2,1,1472,1472,1,2,1,2.0,588.0,1,187500,0,0,1,1.0,2,0,35
1957,RL,9675,Reg,Somerst,1Fam,2Story,None,3,4,2,1113.0,4,1,1113,1971,1,3,2,2.0,689.0,1,253000,0,0,1,0.0,3,0,35
1958,RM,1974,Reg,MeadowV,Twnhs,SFoyer,None,2,4,3,526.0,3,1,526,988,1,2,2,1.0,297.0,1,105000,0,0,0,1.0,1,0,28
